"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"14450",138263,61,40,4,"M","Married",39.41953671
"14452",150595,47,29,4,"M","Married",401.0545251
"14453",129940,22,5,4,"F","Single",404.6017735
"14457",174727,37,18,4,"M","Married",500.9940391
"14459",137426,26,5,4,"M","Single",624.4043917
"14460",157345,65,47,4,"F","Married",90.23492874
"14464",199077,40,20,4,"M","Married",230.8480023
"14466",140774,56,39,4,"M","Single",268.177543
"14467",140849,26,9,4,"M","Married",462.8754754
"14471",151470,22,5,4,"F","Married",331.6047282
"14473",195444,57,36,4,"F","Single",421.3057238
"14474",199595,64,47,4,"F","Married",361.4699987
"14478",119213,19,2,4,"M","Single",900.421872
"14480",136795,16,0,4,"F","Married",211.2528407
"14481",106028,69,49,4,"F","Married",225.8124156
"14485",149742,65,48,4,"F","Married",90.11203101
"14487",169063,63,46,4,"F","Single",501.3705536
"14488",126213,68,50,4,"M","Married",262.0895176
"14492",147136,53,36,4,"F","Single",408.5192601
"14494",189638,45,28,4,"F","Single",742.4942154
"14495",196186,28,8,4,"F","Single",316.7052401
"14499",138261,18,0,4,"F","Married",276.7711105
"14501",109757,22,3,4,"F","Married",177.6937993
"14502",143493,57,39,4,"F","Married",274.6941979
"14506",109143,54,34,4,"F","Married",418.9882422
"14508",163894,37,16,4,"F","Single",450.0801777
"14509",111812,22,4,4,"F","Single",483.225785
"14513",174755,64,46,4,"F","Married",324.9433376
"14515",125885,68,51,4,"F","Married",97.82043236
"14516",153634,51,30,4,"F","Single",338.5637579
"14520",187388,58,39,4,"F","Married",228.2181154
"14522",107183,70,49,4,"M","Married",188.3055871
"14523",179066,51,34,4,"F","Single",554.8745914
"14527",179221,21,3,4,"M","Single",742.9845214
"14529",194260,24,7,4,"M","Single",533.3063473
"14530",105495,44,24,4,"M","Married",464.5986547
"14534",178706,65,44,4,"M","Married",103.759105
"14536",149720,20,1,4,"M","Single",857.3325509
"14537",147197,24,7,4,"F","Married",147.8908582
"14541",142555,64,45,4,"M","Single",43.04892652
"14543",131996,44,24,4,"M","Single",482.6284386
"14544",116919,69,49,4,"F","Married",107.7943184
"14548",173396,60,43,4,"F","Single",229.8413217
"14550",168964,47,30,4,"M","Married",336.704949
"14551",155719,70,51,4,"M","Married",331.7728568
"14555",101204,22,5,4,"F","Single",217.2248811
"14557",187776,29,10,4,"M","Married",380.4149657
"14558",165117,33,12,4,"M","Married",367.5004938
"14562",155146,68,51,4,"M","Single",247.5534711
"14564",177150,23,6,4,"F","Single",523.2093617
"14565",163886,28,9,4,"F","Married",205.3600391
"14569",103128,44,27,4,"M","Married",357.4247898
"14571",131281,28,7,4,"F","Married",235.4002033
"14572",127347,18,1,4,"M","Single",656.5910916
"14576",198246,45,26,4,"M","Single",700.7749063
"14578",140237,68,47,4,"M","Married",454.0613287
"14579",193040,60,43,4,"M","Single",323.0459727
"14583",194881,17,0,4,"F","Married",165.3738542
"14585",181545,24,7,4,"M","Married",447.220707
"14586",129116,27,6,4,"M","Single",470.0810446
"14590",159872,25,8,4,"M","Married",310.3989646
"14592",107394,64,45,4,"F","Married",18.10363382
"14593",194506,21,3,4,"M","Married",281.7888965
"14597",156633,67,48,4,"F","Married",66.53102098
"14599",184497,16,0,4,"F","Married",377.0209798
"14600",132963,65,45,4,"M","Single",719.882821
"14604",192288,25,6,4,"F","Married",436.2493995
"14606",170337,51,31,4,"F","Single",540.2230723
"14607",174204,67,46,4,"F","Single",166.635409
"14611",169562,17,0,4,"M","Single",915.2129933
"14613",136536,62,42,4,"F","Single",369.6051975
"14614",152008,49,30,4,"F","Married",322.5905582
"14618",151512,31,12,4,"M","Married",563.0420952
"14620",157229,64,47,4,"F","Married",141.4576799
"14621",140215,25,8,4,"F","Married",497.1707541
"14625",101713,41,24,4,"M","Single",550.4005101
"14627",113770,68,47,4,"F","Single",133.9413601
"14628",120912,50,30,4,"F","Single",298.1695747
"14632",143519,46,28,4,"F","Single",361.7241882
"14634",186600,64,47,4,"F","Single",448.5428067
"14635",193876,42,23,4,"F","Single",650.1712786
"14639",195171,43,22,4,"M","Married",355.3785351
"14641",155059,66,45,4,"F","Single",505.5540679
"14642",134545,24,5,4,"M","Married",522.5298648
"14646",130933,67,48,4,"M","Married",186.993559
"14648",147179,26,6,4,"F","Single",364.0440382
"14649",142100,22,3,4,"F","Married",292.3054943
"14653",120790,35,16,4,"M","Married",361.6928031
"14655",160743,22,5,4,"M","Single",437.2300123
"14656",120717,56,37,4,"M","Single",407.2254318
"14660",172244,16,0,4,"F","Single",792.9503309
"14662",176541,33,12,4,"F","Married",538.0784879
"14663",186812,36,19,4,"F","Single",783.342
"14667",183306,58,37,4,"M","Married",248.2583182
"14669",134171,47,29,4,"M","Single",415.0184049
"14670",114186,18,0,4,"M","Single",686.9093288
"14674",143609,42,25,4,"F","Single",357.7458818
"14676",167244,48,27,4,"M","Single",721.3954283
"14677",187051,65,44,4,"M","Married",209.0290624
"14681",139123,33,15,4,"F","Married",339.2867738
"14683",108466,20,3,4,"M","Single",839.3059837
"14684",112670,64,46,4,"M","Married",187.4899744
"14688",133706,65,48,4,"F","Married",319.7444939
"14690",169962,55,35,4,"M","Single",377.1115577
"14691",195762,61,44,4,"M","Married",264.600332
"14695",102110,62,44,4,"M","Single",183.0472726
"14697",108833,29,12,4,"F","Married",175.8800322
"14698",139509,65,47,4,"M","Married",175.020681
"14702",132925,49,30,4,"M","Single",492.2416352
"14704",199224,54,34,4,"M","Married",338.5725101
"14705",159188,26,6,4,"F","Married",341.9402652
"14709",113996,19,2,4,"F","Single",393.5823167
"14711",150761,64,46,4,"F","Married",138.0756959
"14712",177816,63,44,4,"M","Married",68.98139104
"14716",174466,61,42,4,"M","Single",515.8096795
"14718",165095,36,16,4,"F","Married",605.7083676
"14719",176960,17,0,4,"M","Single",580.3361641
"14723",147006,20,2,4,"F","Single",519.3969085
"14725",198799,65,45,4,"M","Married",332.9091596
"14726",155018,35,15,4,"F","Married",275.9957072
"14730",101508,41,24,4,"M","Married",340.9718103
"14732",145978,64,44,4,"F","Married",74.89958368
"14733",193424,32,15,4,"M","Married",351.5053283
"14737",117702,63,43,4,"M","Married",273.4975821
"14739",154945,65,46,4,"M","Single",248.5372686
"14740",181025,34,17,4,"F","Single",464.8205543
"14744",193505,56,39,4,"M","Single",296.0830274
"14746",189071,26,8,4,"M","Single",428.2598359
"14747",193963,30,13,4,"F","Married",135.7651654
"14751",112760,23,6,4,"M","Single",575.8389248
"14753",122545,19,1,4,"M","Single",609.613509
"14754",191183,24,6,4,"F","Married",290.0682866
"14758",170783,34,13,4,"F","Single",257.1299028
"14760",137975,17,0,4,"M","Married",197.5427324
"14761",178923,24,6,4,"F","Married",140.4341427
"14765",122896,22,4,4,"F","Married",319.535728
"14767",191318,60,41,4,"M","Single",113.9536153
"14768",151376,22,4,4,"M","Single",899.5962331
"14772",103109,22,4,4,"F","Single",292.7197131
"14774",133498,32,11,4,"F","Married",328.5716508
"14775",113310,25,8,4,"M","Single",446.4383494
"14779",166546,17,0,4,"M","Married",213.8382363
"14781",112904,40,21,4,"F","Married",214.3016717
"14782",146446,70,51,4,"F","Single",24.13380504
"14786",198756,29,11,4,"M","Married",392.5738636
"14788",166934,39,18,4,"M","Single",715.2978066
"14789",162392,23,6,4,"F","Single",390.7991057
"14793",136718,21,3,4,"F","Single",737.9319218
"14795",147161,66,49,4,"M","Single",146.8139734
"14796",118420,37,20,4,"M","Single",434.701813
"14800",193275,38,18,4,"M","Single",486.7611141
"14802",147880,63,42,4,"M","Married",270.7254849
"14803",154000,21,4,4,"M","Married",499.3441883
"14807",190560,24,7,4,"F","Single",448.5008404
"14809",109212,61,42,4,"F","Single",150.5963101
"14810",194673,70,49,4,"M","Single",166.5562894
"14814",151097,22,3,4,"F","Single",379.3928765
"14816",125788,69,48,4,"F","Single",26.80173728
"14817",128690,20,3,4,"M","Single",872.0708925
"14821",128644,58,41,4,"F","Married",316.4531916
"14823",157122,66,48,4,"M","Married",70.78413813
"14824",113142,39,22,4,"F","Married",538.2692114
"14828",190513,60,40,4,"F","Single",552.5655449
"14830",120339,64,45,4,"M","Single",623.8263682
"14831",134929,17,0,4,"F","Married",220.9105963
"14835",118874,25,7,4,"M","Married",516.216328
"14837",123535,19,0,4,"F","Single",283.9207249
"14838",119945,46,25,4,"F","Single",797.6864221
"14842",114435,25,6,4,"F","Married",306.2268891
"14844",115108,47,26,4,"F","Married",216.0850503
"14845",134294,16,0,4,"F","Single",413.2911066
"14849",142927,59,39,4,"M","Married",336.0241915
"14851",184288,17,0,4,"M","Married",410.4657153
"14852",160150,17,0,4,"M","Married",549.8274165
"14856",106181,64,43,4,"F","Married",85.27095726
"14858",143835,62,45,4,"F","Single",210.8979095
"14859",120178,61,42,4,"F","Single",38.69770761
"14863",113202,17,0,4,"M","Single",1050.068538
"14865",107640,55,36,4,"F","Married",159.5991093
"14866",175337,67,47,4,"F","Married",194.5460108
"14870",192227,70,49,4,"F","Married",318.638959
"14872",114779,36,15,4,"F","Single",415.0757374
"14873",143988,66,46,4,"F","Married",199.8308238
"14877",112640,63,42,4,"F","Married",258.8828219
"14879",152204,21,3,4,"F","Married",432.3332971
"14880",190272,20,1,4,"F","Single",330.8872262
"14884",190408,49,29,4,"M","Married",653.7769381
"14886",144854,46,25,4,"M","Single",178.9685786
"14887",116697,22,5,4,"M","Single",434.7105998
"14891",166581,34,13,4,"F","Married",453.1583048
"14893",166102,21,3,4,"M","Married",640.8558315
"14894",108971,25,7,4,"M","Married",393.198843
"14898",132693,67,47,4,"F","Single",221.311805
"14900",121810,37,20,4,"F","Married",504.2440072
"14901",122581,16,0,4,"M","Single",961.4443379
"14905",141402,61,42,4,"F","Married",294.8875844
"14907",114359,21,2,4,"F","Married",356.6248281
"14908",109316,52,33,4,"F","Married",567.0127054
"14912",185354,33,15,4,"M","Married",354.8681203
"14914",190084,47,27,4,"M","Single",418.8647344
"14915",178054,42,24,4,"M","Single",239.8069277
"14919",166476,68,50,4,"M","Married",136.9524561
"14921",157613,29,12,4,"M","Single",307.6140337
"14922",102613,24,6,4,"M","Married",218.4733069
"14926",147765,53,32,4,"M","Single",492.9224979
"14928",178849,26,9,4,"M","Single",395.4993553
"14929",141893,16,0,4,"F","Married",389.0382552
"14933",157654,23,4,4,"F","Single",439.6785216
"14935",134515,63,43,4,"F","Single",40.5347543
"14936",100603,32,15,4,"F","Single",401.4259936
"14940",138478,62,41,4,"F","Single",116.0909781
"14942",143394,51,32,4,"M","Married",385.5920763
"14943",142551,69,50,4,"M","Married",136.5326408
"14947",126286,50,29,4,"M","Single",595.5204232
"14949",186287,70,49,4,"F","Single",442.4073421
"14950",188306,20,1,4,"F","Married",324.0092688
"14954",134513,64,45,4,"F","Married",62.38825937
"14956",145884,17,0,4,"M","Married",511.5249382
"14957",159115,30,10,4,"F","Married",289.1312252
"14961",180183,51,32,4,"F","Single",446.3276583
"14963",177289,49,30,4,"M","Married",348.0281364
"14964",117437,22,4,4,"M","Single",1148.295076
"14968",183757,70,53,4,"F","Single",43.4980825
"14970",123194,46,26,4,"M","Single",483.4326523
"14971",135715,17,0,4,"M","Married",699.4333382
"14975",151645,23,4,4,"M","Married",310.7973575
"14977",166202,32,13,4,"F","Married",227.6942386
"14978",142650,61,44,4,"M","Single",878.8911742
"14982",152439,69,48,4,"F","Married",536.4160863
"14984",157657,22,5,4,"M","Married",200.3516389
"14985",115463,69,48,4,"F","Married",44.2414336
"14989",102364,64,45,4,"F","Married",49.48939436
"14991",111010,21,2,4,"F","Married",489.3396942
"14992",178416,49,28,4,"F","Married",335.4017196
"14996",130725,37,19,4,"F","Single",626.9966239
"14998",185884,43,25,4,"F","Single",223.1991794
"14999",123804,51,34,4,"F","Married",318.6337262
"15003",108959,51,34,4,"F","Single",438.8067065
"15005",140872,22,4,4,"F","Single",775.9261328
"15006",138205,23,5,4,"M","Married",250.3969718
"15010",174927,63,44,4,"M","Married",315.2988023
"15012",159166,24,6,4,"F","Single",351.2954732
"15013",127592,45,24,4,"M","Married",683.6910719
"15017",121973,54,34,4,"F","Married",672.8481974
"15019",145461,48,29,4,"F","Married",508.2982535
"15020",128560,69,50,4,"M","Married",77.80208494
"15024",140375,67,46,4,"F","Single",441.6132031
"15026",194646,44,24,4,"F","Single",529.1194447
"15027",161120,19,0,4,"M","Married",937.03371
"15031",104358,65,46,4,"M","Married",68.65999655
"15033",181131,61,40,4,"F","Single",92.87239312
"15034",193882,39,20,4,"M","Single",463.1983216
"15038",129215,51,30,4,"F","Married",455.6210424
"15040",123734,17,0,4,"M","Single",1280.495256
"15041",141569,57,37,4,"M","Single",509.5510796
"15045",106374,20,3,4,"F","Single",226.6735195
"15047",102878,25,6,4,"M","Married",397.9628824
"15048",141769,67,50,4,"F","Married",455.3660093
"15052",158150,21,4,4,"F","Married",536.9874292
"15054",162310,49,29,4,"F","Single",392.1790808
"15055",102026,18,1,4,"M","Married",677.5618141
"15059",106044,28,8,4,"M","Single",165.5921294
"15061",158905,42,21,4,"F","Married",517.7582409
"15062",169450,49,32,4,"F","Single",595.7744477
"15066",165092,47,28,4,"M","Single",682.2925662
"15068",187042,61,41,4,"M","Married",187.6599767
"15069",134205,30,11,4,"F","Single",666.4330934
"15073",134813,20,3,4,"M","Married",548.6780026
"15075",193842,30,11,4,"F","Married",324.0256252
"15076",188865,22,4,4,"M","Single",658.1316668
"15080",118192,66,48,4,"F","Married",192.8927852
"15082",130239,49,32,4,"M","Married",165.6106937
"15083",158741,63,46,4,"F","Single",177.6663666
"15087",146542,68,50,4,"F","Married",114.7936974
"15089",183710,56,36,4,"F","Married",613.8447847
"15090",109042,66,46,4,"F","Married",32.65583535
"15094",180051,65,46,4,"F","Single",258.2303987
"15096",149558,23,4,4,"F","Single",415.2982284
"15097",189150,57,38,4,"M","Single",455.1469933
"15101",178536,16,0,4,"M","Single",385.0269627
"15103",187352,19,2,4,"M","Single",1586.970936
"15104",118395,18,0,4,"F","Married",288.2335135
"15108",176466,68,49,4,"F","Married",31.91330615
"15110",113214,49,29,4,"F","Married",354.1825345
"15111",118991,34,14,4,"M","Single",467.7716405
"15115",157380,25,7,4,"F","Married",203.7830455
"15117",119203,45,27,4,"F","Married",309.2550353
"15118",193790,16,0,4,"M","Married",627.5152066
"15122",108147,27,9,4,"M","Single",463.1633708
"15124",170123,48,27,4,"F","Single",322.9842187
"15125",113498,31,12,4,"M","Married",277.5898567
"15129",108538,48,28,4,"M","Single",396.29863
"15131",178621,35,15,4,"F","Single",331.6762154
"15132",115433,24,6,4,"F","Single",269.7292976
"15136",115679,17,0,4,"M","Single",921.6483992
"15138",168982,22,5,4,"M","Married",463.934934
"15139",195234,22,4,4,"F","Single",442.5756581
"15143",150501,63,43,4,"F","Married",350.3483783
"15145",148922,62,44,4,"F","Married",140.9300026
"15146",189882,37,18,4,"F","Single",446.8091657
"15150",169308,70,52,4,"M","Married",66.52075201
"15152",148327,43,24,4,"F","Married",416.2711873
"15153",190147,28,11,4,"F","Single",391.3933857
"15157",169103,69,49,4,"F","Married",162.843711
"15159",115606,59,39,4,"M","Single",421.6409867
"15160",155077,55,36,4,"M","Married",378.5538202
"15164",183903,23,4,4,"F","Single",576.0591251
"15166",166657,56,39,4,"F","Single",549.6540629
"15167",195834,66,45,4,"M","Married",164.7761872
"15171",165118,70,50,4,"F","Single",137.4275111
"15173",102033,40,20,4,"F","Single",354.9667235
"15174",180388,21,2,4,"M","Married",281.1133604
"15178",136428,55,36,4,"F","Married",314.0664581
"15180",105422,68,48,4,"M","Married",131.529243
"15181",176267,47,29,4,"M","Married",571.7911611
"15185",165274,66,48,4,"M","Single",186.667605
"15187",176079,57,37,4,"M","Married",563.6273605
"15188",157692,39,22,4,"F","Married",143.2968421
"15192",190213,55,35,4,"F","Married",146.0157924
"15194",147120,64,44,4,"M","Married",173.7223101
"15195",133149,23,6,4,"M","Single",325.3316908
"15199",103583,53,32,4,"F","Married",422.7035968
"15201",137127,33,12,4,"M","Married",391.8985761
"15202",151556,21,2,4,"M","Married",503.7421438
"15206",156440,37,19,4,"M","Married",342.0620114
"15208",185760,26,5,4,"M","Married",603.0047702
"15209",108420,69,50,4,"F","Married",131.6252861
"15213",190045,26,8,4,"F","Single",381.3791983
"15215",121345,62,44,4,"M","Married",344.5008914
"15216",135079,63,43,4,"F","Single",462.7438298
"15220",164603,48,30,4,"F","Single",382.6662277
"15222",117534,70,53,4,"M","Married",135.0308263
"15223",131461,65,46,4,"F","Married",142.5694647
"15227",150922,61,44,4,"F","Married",124.5851478
"15229",147832,41,22,4,"F","Single",513.0333792
"15230",133691,48,29,4,"F","Single",351.6855186
"15234",186893,63,42,4,"F","Married",39.08095218
"15236",124247,62,43,4,"F","Single",370.8021618
"15237",109376,70,51,4,"M","Married",331.8877544
"15241",157998,31,13,4,"M","Single",542.9156551
"15243",158944,35,14,4,"F","Single",630.8403634
"15244",136770,21,4,4,"M","Married",291.570191
"15248",113829,38,21,4,"M","Single",438.3532057
"15250",168139,21,2,4,"F","Single",816.5543542
"15251",120262,43,23,4,"F","Married",307.9904309
"15255",171546,53,33,4,"M","Married",660.4946263
"15257",188199,60,41,4,"F","Single",157.3960444
"15258",190278,36,15,4,"M","Married",423.8233631
"15262",145106,30,11,4,"F","Married",248.5739382
"15264",134400,63,44,4,"F","Single",282.8681993
"15265",114729,69,50,4,"M","Married",466.3893452
"15269",116954,52,32,4,"F","Single",727.4182801
"15271",198694,17,0,4,"M","Single",558.9765314
"15272",138860,22,4,4,"M","Married",443.8005421
"15276",150034,22,5,4,"F","Single",414.7337103
"15278",167680,32,12,4,"M","Single",973.2740876
"15279",190736,17,0,4,"M","Married",477.4649244
"15283",175296,30,11,4,"M","Single",472.252075
